,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip
63,32.333,104.736,143.319,162.10299999999998,23.42,0.4,166.0,475154.29630701366,3577377.8169644764,23.9,224,55,0.3881182905103986,0.0967687582398671
64,32.269,104.663,136.431,154.944,23.42,0.4,176.5,468261.7545127946,3570302.780707415,23.9,224,55,0.3992539193687468,0.0244194158139427
65,32.204,104.589,129.44,147.80200000000002,23.42,0.0,163.7,461264.90865383967,3563121.9595622607,23.9,224,55,0.0,0.0
66,32.139,104.516,122.53299999999999,140.664,23.42,0.0,142.7,454352.47922055534,3555945.5305886874,23.9,224,55,0.0,0.0
67,32.074,104.44200000000001,115.522,133.52,23.42,0.2,138.0,447335.92687451147,3548774.2619667267,23.9,224,55,0.14862896509547882,0.13382612127177168
68,32.01,104.369,108.595,126.391,23.42,0.0,127.5,440404.6153603189,3541718.0713969357,23.9,224,55,0.0,0.0
69,31.945,104.295,101.565,119.26799999999999,23.42,0.2,135.7,433368.5162540973,3534556.290594264,23.9,224,55,0.1431385467407471,0.13968305708620124
70,31.88,104.22200000000001,94.619,112.137,23.42,0.0,174.2,426417.1863753288,3527398.5827170317,23.9,224,55,0.0,0.0
71,31.815,104.148,87.569,105.023,23.42,0.0,129.8,419361.5498574744,3520246.225025163,23.9,224,55,0.0,0.0
0,32.894,105.79,241.983,224.415,0.53,0.0,150.8,573887.5957381736,3639812.5244132997,1.06,230,70,0.0,0.0
1,32.836,105.709,234.455,217.947,0.53,0.0,130.0,566354.7899517274,3633328.749214996,1.06,230,70,0.0,0.0
2,32.778,105.62700000000001,226.824,211.495,0.53,0.4,150.0,558718.4596366656,3626850.3834308414,1.06,230,70,0.3464101615137755,0.19999999999999998
3,32.72,105.546,219.27700000000002,205.03900000000002,0.53,0.0,157.5,551165.8652699193,3620378.5939778914,1.06,230,70,0.0,0.0
4,32.662,105.464,211.62599999999998,198.6,0.53,0.2,180.0,543509.6615944847,3613912.327072274,1.06,230,70,0.2,2.4492935982947065e-17
5,32.604,105.382,203.965,192.15599999999998,0.53,0.2,142.5,535843.5176611047,3607452.1215743837,1.06,230,70,0.158670668058247,0.12175228580174419
6,32.547,105.301,196.388,185.729,0.53,0.0,130.0,528261.0295546027,3601109.078565004,1.06,230,70,0.0,0.0
7,32.489000000000004,105.219,188.707,179.296,0.53,0.2,154.2,520575.2033247744,3594660.8723252737,1.06,230,70,0.18006375428043872,0.08704621987446552
8,32.431,105.13799999999999,181.111,172.88099999999997,0.53,0.2,133.3,512973.49970188364,3588218.7987492844,1.06,230,70,0.13716367058547527,0.14555455153144212
9,32.373000000000005,105.056,173.41099999999997,166.46,0.53,7.2,155.0,505267.974006507,3581782.526785932,1.06,230,70,6.52541606666388,3.0428514845330366
10,32.315,104.975,165.795,160.05700000000002,0.53,5.85,165.0,497646.72519400093,3575352.2103979457,1.06,230,70,5.650666083791049,1.5140914138497479
11,32.257,104.89299999999999,158.076,153.648,0.53,6.0,140.0,489921.5682283746,3568927.8053726857,1.06,230,70,4.596266658713867,3.856725658119237
12,32.903,105.781,241.135,225.45,4.29,0.0,155.0,573038.4290175153,3640804.0195026807,4.82,230,70,0.0,0.0
13,32.845,105.699,233.513,218.982,4.29,0.0,141.7,565412.2764395615,3634320.2595492364,4.82,230,70,0.0,0.0
14,32.787,105.618,225.976,212.532,4.29,0.0,150.8,557869.770058243,3627843.155843423,4.82,230,70,0.0,0.0
15,32.73,105.536,218.335,206.08700000000002,4.29,0.467,130.0,550223.1433297768,3621482.3834104463,4.82,230,70,0.30018181372361386,0.3577427549365628
16,32.672,105.455,210.778,199.638,4.29,0.0,132.5,542660.964909345,3615017.230877224,4.82,230,70,0.0,0.0
